diary_entry,mood,happy,sad,satisfied,proud,anxious,angry,afraid,jealous
"Heute war irgendwie eine seltsame Mischung. halt, Ich war heute so angespannt, irgendwie, als stünde mein Körper ständig unter Strom. Ich hatte heute das Gefühl, mich halt, selbst und andere nur zu enttäuschen. Ich bin einfach zu müde, um weiter darüber nachzudenken.",-0.49,0,1,0,0,1,0,0,0
"Heute war... gelinde gesagt, sehr interessant. also, Ich halt, habe solche Angst davor, in der Zukunft allein zu sein, das ist ein gruseliger Gedanke. Am Abend kamen mir einfach die irgendwie, Tränen, weil alles zu viel wurde. Tut echt gut, das mal ausgesprochen zu haben.",-0.75,0,1,0,0,0,0,1,0
"Mal schauen, wie ich heute am besten beschreibe. irgendwie, Ich habe mich heute sozusagen, echt einsam gefühlt und konnte dieses schwere Gefühl einfach nicht abschütteln. Morgen ist zum Glück ein neuer Tag.",-0.59,0,1,0,0,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. sozusagen, Nichts konnte mich heute begeistern, ich habe mich ähm, einfach leer und ausgelaugt gefühlt. Ich freue mich auf einen Neuanfang morgen.",-0.86,0,1,0,0,0,0,0,0
"I just need to record this real quick. so basically, No you know, stress today, just a normal, satisfying routine that felt really grounding. I was in such a bad mood today, everything just made me want um, to snap. Hoping for a calmer day tomorrow.",-0.02,0,0,1,0,0,1,0,0
"Boah, ich muss mir heute mal was von der Seele reden. ähm, Ich fühle mich innerlich äh, so leer, nichts kann mich gerade aufheitern. Na ja, das ist jedenfalls mein Update.",-0.53,0,1,0,0,0,0,0,0
"Alright, diary, here's the scoop. um, I you know, felt a sudden burst of optimism today, things are looking up. I felt a deep sense of dread um, today about where my life is heading. I'm glad today is finally over.",0.12,1,0,0,0,0,0,1,0
"Alright, diary, here's the scoop. so basically, Today was one of those days um, where everything feels beautiful and light. Hoping for a calmer day tomorrow.",0.72,1,0,0,0,0,0,0,0
"Ehrlich gesagt war heute ein ganz schöner Ritt. ähm, Ich habe mich total erschrocken, als mich fast ein Auto auf dem Zebrastreifen erfasst hätte. Na ja, das ist jedenfalls mein Update.",-0.45,0,0,0,0,0,0,1,0
"Today was... interesting, to say the least. you know, The um, doctor's appointment today had me absolutely terrified of the results. Hoping for a calmer day tomorrow.",-0.42,0,0,0,0,0,0,1,0
"Let's talk about today's events. you know, I saw my friends achieving things and felt this um, bitter envy inside. I got into a stupid argument today and it uh, made me incredibly angry. Anyway, I'm going to bed now.",-0.57,0,0,0,0,0,1,0,1
"Today was a weird mix of things. I felt a deep sense of dread today about where my life like, is heading. I felt this wave of frustration and just wanted uh, to scream. Anyway, that's my update.",-0.43,0,0,0,0,0,1,1,0
"Lass uns mal über die heutigen Ereignisse sprechen. halt, Ich hatte heute die schleichende Angst, dass mir alles über also, dem Kopf zusammenbricht. Ich habe mich heute völlig wertlos gefühlt und wurde wie äh, Dreck behandelt. So lief das heute jedenfalls ab.",-0.96,0,0,0,0,0,1,1,0
"Ich muss das hier kurz mal festhalten. also, Es hat mich heute Überwindung gekostet, überhaupt aus ähm, dem Bett aufzustehen. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.82,0,1,0,0,0,0,0,0
"Man, today was something else. like, I finished a task I've been putting so basically, off for weeks, what a relief. Hopefully tomorrow will be a bit better.",0.62,0,0,1,0,0,0,0,0
"Ich muss das hier kurz mal festhalten. irgendwie, Ich habe heute gemerkt, wie sich immer mehr Groll in mir äh, anstaut über die Zustände hier. Tja, das war mein Tag im Großen und Ganzen.",-0.53,0,0,0,0,0,1,0,0
"I just need to record this real quick. uh, I helped someone solve a major issue today and felt you know, really good about my skills. Today was a simple but good day, I did my chores and you know, enjoyed a quiet evening. That's all for today, I guess.",0.73,0,0,1,1,0,0,0,0
"Okay, so today was... kind of, I took care of some boring you know, tasks today, and I'm glad they are finally done. Signing off for the night.",0.46,0,0,1,0,0,0,0,0
"Actually, I need to vent a bit. I finished a task I've like, been putting off for weeks, what a relief. I like, feel so overwhelmed by all the things I have to do, it's stressing me out. I need to stop overthinking and just sleep.",0.1,0,0,1,0,1,0,0,0
"Wow, I need to talk about today. so basically, I struggled with feelings of inadequacy and uh, envy all day long today. Just going to try and relax now.",-0.3,0,0,0,0,0,0,0,1
"So, let's see how to describe today. I had to uh, force myself to smile today, and it was so exhausting. That's all for today, I guess.",-0.78,0,1,0,0,0,0,0,0
"Recording this because today was crazy. um, I got a sudden scare when a car you know, almost hit me on the crossing. I need to stop overthinking and just sleep.",-0.36,0,0,0,0,0,0,1,0
"Alles klar, Tagebuch, hier ist das Update. Ich fühle mich so überfordert von all den Aufgaben, das stresst mich total. Das war's dann wohl für heute.",-0.53,0,0,0,0,1,0,0,0
"Whew, what a day. like, I you know, felt really lonely today and just couldn't shake off this heavy feeling. I proved to myself today that you know, I am capable of handling tough situations. I hope things turn out okay.",0.09,0,1,0,1,0,0,0,0
"Boah, ich muss mir heute mal was von der Seele reden. also, Ich hatte einen irgendwie, Moment der Panik, als ich dachte, ich hätte meinen Geldbeutel verloren. Wie dem auch sei, ich gehe jetzt schlafen.",-0.45,0,0,0,0,0,0,1,0
"Uff, was für ein Tag. äh, Kein Stress also, heute, einfach eine angenehme Routine, die mir Halt gegeben hat. Ich habe eine Welle von Eifersucht gespürt, als irgendwie, jemand anderes für seine Arbeit gelobt wurde. Na ja, das ist jedenfalls mein Update.",0.08,0,0,1,0,0,0,0,1
"Recording this because today was crazy. kind of, I saw my kind of, partner talking to someone else and felt a sting of jealousy. I'm glad today is finally over.",-0.58,0,0,0,0,0,0,0,1
"Today was a weird mix of things. like, I got jealous of how happy and successful everyone else seems to be. That's all for today, I guess.",-0.42,0,0,0,0,0,0,0,1
"I need to get today's thoughts down. so basically, I stood up for myself today and felt um, really strong and confident. I'm just too tired to think about it anymore.",0.65,0,0,0,1,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. Ich äh, habe solche Angst davor, in der Zukunft allein zu sein, das ist ein gruseliger Gedanke. Wie dem auch sei, ich gehe jetzt schlafen.",-0.75,0,0,0,0,0,0,1,0
"Boah, ich muss mir heute mal was von der Seele reden. ähm, Ich habe mir heute wieder Sorgen um halt, die Zukunft gemacht und war total unruhig. Ich hatte ein einfaches Abendessen und war einfach im Reinen äh, mit mir selbst. Hoffentlich wird morgen ein bisschen besser.",0.03,0,0,1,0,1,0,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. Ich habe heute tolles Feedback für meine Arbeit bekommen, das war sehr bestätigend. Mal sehen, wie die Welt morgen früh aussieht.",0.77,0,0,0,1,0,0,0,0
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. also, Ich war eifersüchtig darauf, wie selbstbewusst und beliebt die anderen im Vergleich irgendwie, zu mir sind. Zeit, den Kopf für heute auszuschalten.",-0.59,0,0,0,0,0,0,0,1
"Actually, I need to vent a bit. I felt completely so basically, unappreciated and treated like garbage today. I had a simple dinner and just felt you know, at peace with where I am in life. Anyway, that's my update.",-0.07,0,0,1,0,0,1,0,0
"Hallo Tagebuch, kurzes Update von mir. äh, Ich hatte plötzlich Herzrasen und panische Angst irgendwie, um meine Gesundheit. Ich war heute in der Sonne spazieren und habe mich einfach unglaublich glücklich und sozusagen, lebendig gefühlt. Na ja, das ist jedenfalls mein Update.",0.17,1,0,0,0,0,0,1,0
"Lass uns mal über die heutigen Ereignisse sprechen. Der Stau und die Verspätungen äh, heute waren echt genug, um den Verstand zu verlieren. Ich habe mir heute wieder Sorgen ähm, um die Zukunft gemacht und war total unruhig. Tja, das war mein Tag im Großen und Ganzen.",-0.46,0,0,0,0,1,1,0,0
"Today was a weird mix of things. so basically, I got um, so angry when I found out someone lied to my face. I'm just too tired to think about it anymore.",-0.59,0,0,0,0,0,1,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. sozusagen, Ich konnte letzte Nacht kaum schlafen, weil mein Kopf einfach nicht also, aufgehört hat zu rotieren. Das war mein Tag, ich bin raus für heute.",-0.26,0,0,0,0,1,0,0,0
"Not sure how to put today into words, but... uh, Today um, was a constant reminder of things that aren't working out in my life. That's pretty much how it went.",-0.9,0,1,0,0,0,0,0,0
"I just need to record this real quick. so basically, I took care of some boring tasks today, and kind of, I'm glad they are finally done. Tomorrow is a new day, luckily.",0.64,0,0,1,0,0,0,0,0
"Not sure how to put today into words, but... um, I feel so afraid of being alone in the future, kind of, it's a scary thought. That's all for today, I guess.",-0.57,0,0,0,0,0,0,1,0
"Also, heute war... also, Ich hatte heute große Angst vor halt, den Konsequenzen meiner Fehler. Ich hoffe auf einen ruhigeren Tag morgen.",-0.43,0,0,0,0,0,0,1,0
"Ich weiß gar nicht genau, wie ich heute in Worte fassen soll, aber... äh, Es hat mich heute Überwindung gekostet, also, überhaupt aus dem Bett aufzustehen. Morgen ist zum Glück ein neuer Tag.",-0.97,0,1,0,0,0,0,0,0
"Na ja, heute ist einiges passiert. also, Ich habe meinen Partner mit jemand anderem reden sehen und habe einen Stich also, Eifersucht gespürt. Ich habe heute endlich irgendwie, einen großen Schritt in Richtung meines Hauptziels gemacht. Tja, das war mein Tag im Großen und Ganzen.",0.13,0,0,0,1,0,0,0,1
"Dear diary, it's me again. so basically, I spent you know, a quiet evening relaxing and just felt completely content. I got jealous when my friend started spending all uh, their time with someone else. Tomorrow is a new day, luckily.",0.14,0,0,1,0,0,0,0,1
"Liebes Tagebuch, ich bin's wieder. äh, Alles fühlte sich heute so grau an, ich weiß gar sozusagen, nicht, warum ich so deprimiert bin. Jede kleine Aufgabe kam also, mir heute wie ein riesiger Berg vor, es war so anstrengend. Ich bin einfach zu müde, um weiter darüber nachzudenken.",-0.52,0,1,0,0,1,0,0,0
"Alles klar, Tagebuch, hier ist das Update. Ich bin heute meinen Werten treu geblieben, auch wenn es nicht der leichteste ähm, Weg war. Wie dem auch sei, ich gehe jetzt schlafen.",0.67,0,0,0,1,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. Ich bin heute diszipliniert geblieben und habe mein Training also, durchgezogen, obwohl ich keine Lust hatte. Ich war eifersüchtig, als ich gesehen habe, wie leicht anderen sozusagen, manche Dinge fallen. Hoffentlich wird morgen ein bisschen besser.",0.33,0,0,0,1,0,0,0,1
"Let's talk about today's events. uh, I got a surprise gift today and it completely made kind of, my week. I struggled to breathe properly at one point because the you know, pressure was too much. I hope things turn out okay.",0.19,1,0,0,0,1,0,0,0
"Well, today happened. like, I overcame a fear of mine today and did the thing anyway, I'm so proud. I felt envious of how easy their relationship looks from uh, the outside. That's all for today, I guess.",0.44,0,0,0,1,0,0,0,1
"Heute war irgendwie eine seltsame Mischung. ähm, Ich musste heute viel über alte also, Fehler nachdenken und habe tiefe Reue gespürt. Ich war eifersüchtig darauf, halt, wie glücklich und erfolgreich alle anderen wirken. Zeit, den Kopf für heute auszuschalten.",-0.74,0,1,0,0,0,0,0,1
"Mann, heute war echt einiges los. also, Ich bin im äh, Moment so unsicher mit meinen Entscheidungen und zweifle ständig an mir. Ich hatte heute eine kleine Panikattacke, als also, ich ans Scheitern gedacht habe. Wie dem auch sei, ich gehe jetzt schlafen.",-0.64,0,0,0,0,1,0,1,0
"Wow, I need to talk about today. um, Today was filled with small, uh, beautiful moments that made me smile. That's all for today, I guess.",0.93,1,0,0,0,0,0,0,0
"Uff, was für ein Tag. ähm, Es war ein halt, ruhiger Tag ohne Drama, einfach stetiger Fortschritt in meinem Tempo. Zeit, den Kopf für heute auszuschalten.",0.59,0,0,1,0,0,0,0,0
"Okay, so here's how today went. so basically, I felt so like, impatient and angry at the slow progress of everything today. I hope things turn out okay.",-0.75,0,0,0,0,0,1,0,0
"Not sure how to put today into words, but... like, I kind of, did something today that I never thought I'd be able to accomplish. I'm just too tired to think about it anymore.",1.0,0,0,0,1,0,0,0,0
"Mann, heute war echt einiges los. irgendwie, Ich habe das Gefühl, dass bald etwas schiefgeht, und kann dieses sozusagen, Gefühl nicht abschütteln. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.24,0,0,0,0,1,0,0,0
"So, let's see how to describe today. kind of, I feel kind of, so overwhelmed by all the things I have to do, it's stressing me out. I took uh, care of some boring tasks today, and I'm glad they are finally done. I need to stop overthinking and just sleep.",0.02,0,0,1,0,1,0,0,0
"Whew, what a day. so basically, I felt physically threatened and unsafe like, today, it was terrifying. Hopefully tomorrow will be a bit better.",-0.32,0,0,0,0,0,0,1,0
"Hallo Tagebuch, kurzes Update von mir. sozusagen, Ich musste mir heute echt auf die Zunge beißen, um ähm, jemanden nicht anzuschreien. Ich mache mir jetzt noch einen Tee und entspanne.",-0.87,0,0,0,0,0,1,0,0
"Heute war irgendwie eine seltsame Mischung. äh, Ich war heute in der Sonne spazieren und habe mich einfach unglaublich glücklich und also, lebendig gefühlt. Ich hasse es, wie sehr ich mich äh, auf Social Media vergleiche, das macht mich so neidisch. Zeit, den Kopf für heute auszuschalten.",0.38,1,0,0,0,0,0,0,1
"Lass uns mal über die heutigen Ereignisse sprechen. irgendwie, Ich habe heute meine Angst überwunden und die also, Sache trotzdem durchgezogen, echt stolz. Ich schlafe jetzt wohl am besten mal drüber.",0.83,0,0,0,1,0,0,0,0
"Also, heute war... irgendwie, Ich bin heute unter irgendwie, Druck ruhig geblieben und habe die Aufgabe erfolgreich gelöst. Ich hoffe auf einen ruhigeren Tag morgen.",0.95,0,0,0,1,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. Ich habe einen Stich Neid verspürt, als ähm, ich ihr neues Auto und ihre Wohnung gesehen habe. Ich hatte heute so eine tolle irgendwie, Zeit mit meinen Freunden, wir mussten ständig lachen. Ich mache mir jetzt noch einen Tee und entspanne.",0.05,1,0,0,0,0,0,0,1
"I need to get today's thoughts down. so basically, I uh, handled a really difficult conversation with a lot of maturity today. Going to make myself some tea and unwind.",0.95,0,0,0,1,0,0,0,0
"Recording this because today was crazy. you know, Today was filled so basically, with small, beautiful moments that made me smile. Well, that was my day in a nutshell.",0.65,1,0,0,0,0,0,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. Heute war einfach ein trauriger Tag und ich konnte ähm, keinen Grund zum Lächeln finden. Das war's dann wohl für heute.",-0.73,0,1,0,0,0,0,0,0
"Hallo Tagebuch, kurzes Update von mir. sozusagen, Am Abend kamen mir einfach die Tränen, weil alles also, zu viel wurde. Zeit, den Kopf für heute auszuschalten.",-0.94,0,1,0,0,0,0,0,0
"Hallo Tagebuch, kurzes Update von mir. ähm, Es ist schön, sich einfach zurückzulehnen und das Gefühl zu haben, alles sozusagen, im Griff zu haben. Ich habe mich heute echt einsam gefühlt und konnte dieses schwere Gefühl einfach nicht abschütteln. Ich schlafe jetzt wohl am besten mal drüber.",-0.02,0,1,1,0,0,0,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. ähm, Die Luft halt, wurde mir heute fast zu knapp, weil der Druck einfach zu groß war. Ich halt, hatte heute das Gefühl, mich selbst und andere nur zu enttäuschen. Hoffentlich wird morgen ein bisschen besser.",-0.49,0,1,0,0,1,0,0,0
"Ich weiß gar nicht genau, wie ich heute in Worte fassen soll, aber... halt, Ich fühle mich innerlich so leer, irgendwie, nichts kann mich gerade aufheitern. Ich habe so viel sozusagen, gelacht, dass mir der Bauch wehtat, das hat so gut getan. Ich schlafe jetzt wohl am besten mal drüber.",-0.13,1,1,0,0,0,0,0,0
"Boah, ich muss mir heute mal was von der Seele reden. also, Ich habe mir heute selbst bewiesen, dass ich auch mit schwierigen ähm, Situationen klarkomme. Ich hoffe auf einen ruhigeren Tag morgen.",0.95,0,0,0,1,0,0,0,0
"Wow, I need to talk about today. so basically, I feel like I'm stuck in this dark place and can't find uh, a way out. I hope things turn out okay.",-0.76,0,1,0,0,0,0,0,0
"Alright, diary, here's the scoop. uh, I got jealous of my coworker's promotion, even so basically, though they deserved it. Anyway, that's my update.",0.02,0,0,0,0,0,0,0,1
"Also, heute war... also, Die Inkompetenz der Leute, mit denen ich heute zu tun hatte, irgendwie, war einfach nur zum Rasen. Ich irgendwie, habe heute eine Präsentation gehalten und sie lief besser, als ich je gedacht hätte. Hoffentlich wird morgen ein bisschen besser.",0.08,0,0,0,1,0,1,0,0
"Ich muss das hier kurz mal festhalten. irgendwie, Ich fühlte mich heute ähm, von den Menschen, die mir wichtig sind, völlig ignoriert. So lief das heute jedenfalls ab.",-0.76,0,1,0,0,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. irgendwie, Ich war heute in der Sonne spazieren und habe äh, mich einfach unglaublich glücklich und lebendig gefühlt. Ich schlafe jetzt wohl am besten mal drüber.",0.99,1,0,0,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. Mein Herz hat sozusagen, heute ohne wirklichen Grund total gerast, einfach pure Nervosität. Wie dem auch sei, ich gehe jetzt schlafen.",-0.41,0,0,0,0,1,0,0,0
"Uff, was für ein Tag. also, Die ganze ähm, Ungewissheit im Moment macht mir langsam echt zu schaffen. Ich freue mich auf einen Neuanfang morgen.",-0.66,0,0,0,0,1,0,0,0
"Alles klar, Tagebuch, hier ist das Update. sozusagen, Ich habe heute gemerkt, wie sich immer mehr Groll in mir anstaut über die Zustände hier. Tut echt gut, das mal ausgesprochen zu haben.",-0.95,0,0,0,0,0,1,0,0
"Today was a weird mix of things. so basically, Someone was incredibly rude to um, me today and it completely ruined my mood. Time to turn off my brain for the night.",-0.86,0,0,0,0,0,1,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. ähm, Mich hat heute einfach alles aufgeregt, selbst die halt, kleinsten Kleinigkeiten. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.66,0,0,0,0,0,1,0,0
"Today was a weird mix of things. like, I uh, had a minor panic today when I thought about failing. Everything felt so pointless today, I just want kind of, to crawl under the covers. Going to make myself some tea and unwind.",-0.55,0,1,0,0,0,0,1,0
"Boah, ich muss mir heute mal was von der Seele reden. äh, Ich war eifersüchtig darauf, wie irgendwie, einfach deren Beziehung von außen aussieht. Ich hatte einen heftigen Streit mit meinem Partner und war danach einfach nur stinksauer. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.55,0,0,0,0,0,1,0,1
"Let's talk about today's events. kind of, I had a peaceful kind of, day, finished my tasks, and relaxed with a good book. Guess I'll just sleep on it.",0.66,0,0,1,0,0,0,0,0
"Ehrlich gesagt war heute ein ganz schöner Ritt. also, Ich habe einen ruhigen Abend auf halt, dem Sofa verbracht und war einfach wunschlos glücklich. Hoffentlich wird morgen ein bisschen besser.",0.46,0,0,1,0,0,0,0,0
"Honestly, today was quite a ride. like, It was a really gloomy you know, day, both outside and inside my head. Just going to try and relax now.",-0.77,0,1,0,0,0,0,0,0
"Liebes Tagebuch, ich bin's wieder. ähm, Ich musste heute viel über alte Fehler nachdenken und habe tiefe halt, Reue gespürt. Na ja, das ist jedenfalls mein Update.",-0.69,0,1,0,0,0,0,0,0
"So, let's see how to describe today. kind of, I felt envious of how easy their relationship looks um, from the outside. Guess I'll just sleep on it.",-0.38,0,0,0,0,0,0,0,1
"Wow, I need to talk about today. kind of, I you know, was terrified of confronting someone today, my hands were literally shaking. Time to turn off my brain for the night.",-0.35,0,0,0,0,0,0,1,0
"I just need to record this real quick. um, I got so angry when I found out someone lied to so basically, my face. I need to stop overthinking and just sleep.",-0.51,0,0,0,0,0,1,0,0
"Hey diary, just checking in. Today like, was a constant reminder of things that aren't working out in my life. Looking forward to a fresh start tomorrow.",-0.9,0,1,0,0,0,0,0,0
"Okay, so today was... um, I got jealous of so basically, how happy and successful everyone else seems to be. I proved to myself today that I am capable of handling um, tough situations. That's all for today, I guess.",0.32,0,0,0,1,0,0,0,1
"Today was a weird mix of things. uh, I felt so much love and support from my family today, it was wonderful. Just going to try and relax now.",0.82,1,0,0,0,0,0,0,0
"Alright, diary, here's the scoop. I finally finished that difficult project at work and did an kind of, amazing job. Well, that was my day in a nutshell.",0.71,0,0,0,1,0,0,0,0
"Uff, was für ein Tag. äh, Ich hatte ein einfaches Abendessen und war einfach im irgendwie, Reinen mit mir selbst. Heute war einfach ein trauriger Tag und ich konnte keinen also, Grund zum Lächeln finden. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.17,0,1,1,0,0,0,0,0
"Mal schauen, wie ich heute am besten beschreibe. äh, Ich hatte sozusagen, heute die schleichende Angst, dass mir alles über dem Kopf zusammenbricht. Ich habe mich heute völlig wertlos irgendwie, gefühlt und wurde wie Dreck behandelt. Wie dem auch sei, ich gehe jetzt schlafen.",-0.63,0,0,0,0,0,1,1,0
"Liebes Tagebuch, ich bin's wieder. halt, Ich konnte heute endlich mal irgendwie, wieder meinem Lieblingshobby nachgehen und hatte so viel Spaß. Ich habe mich sozusagen, heute so verletzlich und verängstigt gefühlt, völlig schutzlos. Ich freue mich auf einen Neuanfang morgen.",0.01,1,0,0,0,0,0,1,0
"Ich muss das hier kurz mal festhalten. sozusagen, Ich habe heute endlich einen großen Schritt in Richtung meines ähm, Hauptziels gemacht. Ich muss aufhören zu grübeln und einfach schlafen.",0.71,0,0,0,1,0,0,0,0
"Okay, so here's how today went. you know, I ended up crying in the so basically, evening because everything just piled up. That's pretty much how it went.",-0.52,0,1,0,0,0,0,0,0
"Today was... interesting, to say the least. you know, I uh, got a surprise gift today and it completely made my week. Time to turn off my brain for the night.",0.65,1,0,0,0,0,0,0,0
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. halt, Heute war es einfach friedlich, die ruhigen ähm, Momente zu genießen, ohne sich zu sorgen. Ich hatte heute das Gefühl, also, ständig kurz vor einer Panikattacke zu stehen. Ich schlafe jetzt wohl am besten mal drüber.",0.1,0,0,1,0,1,0,0,0
"Man, today was something else. so basically, I kind of, stayed calm under pressure today and got the job done successfully. Anyway, that's my update.",0.69,0,0,0,1,0,0,0,0
"Dear diary, it's me again. kind of, I felt a deep sense of so basically, dread today about where my life is heading. Going to make myself some tea and unwind.",-0.77,0,0,0,0,0,0,1,0
"Let's talk about today's events. uh, I felt jealous of how confident and popular you know, they are compared to me. It was a productive day and everything went exactly as planned. Glad I got that off my chest.",0.09,0,0,1,0,0,0,0,1
"Alles klar, Tagebuch, hier ist das Update. sozusagen, Ich habe mich heute so ausgeschlossen gefühlt, als ich die Fotos von ihrem Treffen online sah. Morgen ist zum Glück ein neuer Tag.",-0.08,0,0,0,0,0,0,0,1
"Okay, so here's how today went. kind of, Everything uh, felt so pointless today, I just want to crawl under the covers. Time to turn off my brain for the night.",-0.88,0,1,0,0,0,0,0,0
"Whew, what a day. um, I was terrified of confronting someone today, my hands were you know, literally shaking. I uh, had a good, steady workflow today without any interruptions. Signing off for the night.",0.12,0,0,1,0,0,0,1,0
"Well, today happened. like, I uh, managed to cross everything off my to-do list, which feels so good. I'm just too tired to think about it anymore.",0.71,0,0,1,0,0,0,0,0
"Man, today was something else. like, I had a good, steady workflow today without kind of, any interruptions. Time to turn off my brain for the night.",0.43,0,0,1,0,0,0,0,0
"Ich sitze hier gerade und denke über heute nach. sozusagen, Ich habe auf dem Heimweg meine Lieblingsmusik gehört und mich einfach super gefühlt. Ich habe das Gefühl, heute als Person gewachsen zu sein, und bin stolz auf mich. Na ja, das ist jedenfalls mein Update.",0.74,1,0,0,1,0,0,0,0
"Recording this because today was crazy. so basically, It felt so basically, like a struggle just to get out of bed this morning. Anyway, that's my update.",-0.8,0,1,0,0,0,0,0,0
"Actually, I need to vent a bit. like, I went out for a walk in the sun and felt incredibly kind of, joyful and alive. Tomorrow is a new day, luckily.",0.79,1,0,0,0,0,0,0,0
"Recording this because today was crazy. you know, I you know, felt scared of the consequences of my actions today. Signing off for the night.",-0.69,0,0,0,0,0,0,1,0
"Man, today was something else. uh, I had to bite my tongue to keep from so basically, yelling at someone today. I stayed disciplined and stuck to my routine even when I wanted to quit. Guess I'll just sleep on it.",0.09,0,0,0,1,0,1,0,0
"Alright, diary, here's the scoop. uh, I feel content with how things are going right now, you know, just calm and steady. I'm glad today is finally over.",0.72,0,0,1,0,0,0,0,0
"Also, heute war... äh, Heute war es einfach friedlich, die ruhigen Momente zu genießen, ohne ähm, sich zu sorgen. Die also, Inkompetenz der Leute, mit denen ich heute zu tun hatte, war einfach nur zum Rasen. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.23,0,0,1,0,0,1,0,0
"Alles klar, Tagebuch, hier ist das Update. sozusagen, Ich hatte einen Moment der Panik, als also, ich dachte, ich hätte meinen Geldbeutel verloren. Das war mein Tag, ich bin raus für heute.",-0.46,0,0,0,0,0,0,1,0
"Na ja, heute ist einiges passiert. sozusagen, Der Stau und die Verspätungen also, heute waren echt genug, um den Verstand zu verlieren. Morgen ist zum Glück ein neuer Tag.",-0.63,0,0,0,0,0,1,0,0
Recording this because today was crazy. I listened to my favorite album on the way home and felt so uplifted. We'll see how things look in the morning.,0.67,1,0,0,0,0,0,0,0
"Today was... interesting, to say the least. uh, I got so scared when I heard that strange noise in the house tonight. I managed to cross everything off you know, my to-do list, which feels so good. Going to make myself some tea and unwind.",0.1,0,0,1,0,0,0,1,0
"Alles klar, Tagebuch, hier ist das Update. Ich bin heute diszipliniert geblieben und habe mein Training durchgezogen, obwohl ich keine also, Lust hatte. Die ganze Ungewissheit im Moment macht mir langsam sozusagen, echt zu schaffen. Ich hoffe auf einen ruhigeren Tag morgen.",0.21,0,0,0,1,1,0,0,0
"Also, heute war... sozusagen, Ich habe eine enttäuschende Nachricht erhalten sozusagen, und das hat meine Stimmung total runtergezogen. Ich spüre heute den ganzen Tag irgendwie, diesen ständigen, schweren Druck auf der Brust. Ich schlafe jetzt wohl am besten mal drüber.",-0.71,0,1,0,0,1,0,0,0
"Today was... interesting, to say the least. like, I felt this wave of frustration so basically, and just wanted to scream. I'm glad today is finally over.",-0.72,0,0,0,0,0,1,0,0
"So, I'm sitting here thinking about today. um, There's this underlying fear of making mistakes that so basically, paralyses me. Glad I got that off my chest.",-0.46,0,0,0,0,0,0,1,0
"Lass uns mal über die heutigen Ereignisse sprechen. halt, Ich ähm, habe mich heute dabei ertappt, wie ich mir ihr Leben gewünscht habe, das war ein mieses Gefühl. Ich muss aufhören zu grübeln und einfach schlafen.",0.02,0,0,0,0,0,0,0,1
"I just need to record this real quick. um, I like, feel a nice sense of accomplishment from getting the house cleaned up. The sheer incompetence uh, of the people I had to deal with today was infuriating. Anyway, I'm going to bed now.",-0.03,0,0,1,0,0,1,0,0
"Okay, so today was... I got a sudden uh, scare when a car almost hit me on the crossing. Hopefully tomorrow will be a bit better.",-0.74,0,0,0,0,0,0,1,0
"Heute war irgendwie eine seltsame Mischung. äh, Ich konnte heute halt, nicht aufhören, über alles nachzugrübeln, meine Gedanken haben sich überschlagen. Ich halt, hatte heute mit Eifersucht zu kämpfen, weil mein Kumpel die Chance bekommen hat, die ich wollte. Morgen ist zum Glück ein neuer Tag.",-0.34,0,0,0,0,1,0,0,1
"Okay, also so lief mein Tag heute ab. Ich war heute extrem unsicher und habe mir ständig Sorgen gemacht, was andere sozusagen, über mich denken. Ich habe einen ruhigen Abend auf dem Sofa verbracht und war einfach wunschlos glücklich. Das war mein Tag, ich bin raus für heute.",0.08,0,0,1,0,1,0,0,0
"Also, heute war... äh, Ich hatte heute so eine tolle Zeit mit meinen Freunden, wir mussten ständig lachen. Das war's dann wohl für heute.",0.81,1,0,0,0,0,0,0,0
"Alright, diary, here's the scoop. kind of, Everything felt so gray today, I don't even know why I feel this down. I had trouble sleeping last night because my thoughts wouldn't stop spinning. I'm just too tired to think about it anymore.",-0.57,0,1,0,0,1,0,0,0
"Na ja, heute ist einiges passiert. Ich hatte ein super ähm, lustiges Mittagessen mit meinen Kollegen, die Stimmung war toll. Tja, das war mein Tag im Großen und Ganzen.",0.9,1,0,0,0,0,0,0,0
